codice_articolo,famiglia,capitolo,sottocapitolo,descrizione,unita_misura,prezzo_senza_sg_ut,spese_generali,oneri_sicurezza_impresa,utile_impresa,prezzo_finale,quota_manodopera,incidenza_manodopera
SAR24_AT.0003.0001.0007,AT,ATTREZZATURE SPECIALI,ATTREZZATURE E MEZZI NAUTICI,"Motopompa 7,5 BAR con tubi 40 mt e boccalino scavafango - compresi consumi di carburante",ora,10.11,1.5165,0.02275,1.16265,12.79,,
SAR24_AT.0003.0001.0008,AT,ATTREZZATURE SPECIALI,ATTREZZATURE E MEZZI NAUTICI,Sistema perforazione subacquea e rilevamento magnetico profondo,ora,50.55,7.5825,0.11374,5.81325,63.95,,
SAR24_AT.0003.0001.0009,AT,ATTREZZATURE SPECIALI,ATTREZZATURE E MEZZI NAUTICI,Centralina idraulica potenza fino a 10 Hp L 30/160 Bar - completa di n. 2 tubi alta pressione e idrovora per impiego di scavo subacqueo con sommozzatore - sono compresi i consumi di carburante.,ora,30.33,4.5495,0.06824,3.48795,38.37,,
SAR24_AT.0003.0001.0010,AT,ATTREZZATURE SPECIALI,ATTREZZATURE E MEZZI NAUTICI,Centralina idraulica potenza fino a 80 Hp L60/250 Bar - completa di n. 2 tubi alta pressione e N. 2 idrovore stanley da 30L/160 BAR e 40L/160 BAR per impiego di scavo subacqueo con sommozzatore - sono compresi i consumi di carburante.,ora,90.99,13.6485,0.20473,10.46385,115.1,,
SAR24_AT.0003.0001.0011,AT,ATTREZZATURE SPECIALI,ATTREZZATURE E MEZZI NAUTICI,Dispositivo armatura pareti di scavo in materiale amagnetico AISO 316 L diametro 300 cm altezza m 5 autoaffondante,ora,50.55,7.5825,0.11374,5.81325,63.95,,
SAR24_AT.0003.0001.0012,AT,ATTREZZATURE SPECIALI,ATTREZZATURE E MEZZI NAUTICI,Sistema perforazione subacquea e rilevamento magnetico profondo,ora,50.55,7.5825,0.11374,5.81325,63.95,,
SAR24_AT.0003.0002.0001,AT,ATTREZZATURE SPECIALI,Pontoni,"PONTONE A BIGO armato con mezzo di sollevamento, già funzionante in cantiere, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, le assicurazioni e l’operatore del mezzo di sollevamento con portata di sollevamento fino a tonnellate 15",ora,168.48404,25.27261,0.37909,19.37566,213.13,,
SAR24_AT.0003.0002.0002,AT,ATTREZZATURE SPECIALI,Pontoni,"PONTONE A BIGO armato con mezzo di sollevamento, già funzionante in cantiere, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, le assicurazioni e l’operatore del mezzo di sollevamento con portata di sollevamento fino a tonnellate 45",ora,290.82208,43.62331,0.65435,33.44454,367.89,,
SAR24_AT.0003.0002.0003,AT,ATTREZZATURE SPECIALI,Pontoni,"PONTONE PORTAMASSI compresa la manutenzione, le assicurazioni ma escluso gli operatori",ora,34.35386,5.15308,0.0773,3.95069,43.46,,
SAR24_AT.0003.0002.0004,AT,ATTREZZATURE SPECIALI,Pontoni,"PONTONE SEMOVENTE armato con gru’ avente portata di 60 t, già funzionante in cantiere, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, le assicurazioni, l’equipaggio e l’operatore della gru’",ora,576.18322,86.42748,1.29641,66.26107,728.87,,
SAR24_AT.0003.0003.0001,AT,ATTREZZATURE SPECIALI,Piattaforme galleggianti,"PIATTAFORMA GALLEGGIANTE per perforazioni subacquee, a gambe retrattili già funzionante in cantiere, corredata di attrezzatura di perforazione e di adeguato motocompressore d’aria, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, assicurazioni e compresi gli operatori",ora,388.35745,58.25362,0.8738,44.66111,491.27,,
SAR24_AT.0003.0004.0001,AT,ATTREZZATURE SPECIALI,Macchinari rimorchiabili,"DRAGA STAZIONARIA, con tubazione premente in uscita del dn 250, già funzionante in cantiere, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, le assicurazioni e gli operatori",ora,325.91567,48.88735,0.73331,37.4803,412.28,,
SAR24_AT.0003.0004.0002,AT,ATTREZZATURE SPECIALI,Macchinari rimorchiabili,"BETTA DA RIMORCHIARE della capacità di m³ 500, già funzionante in cantiere, compresa la manutenzione, le assicurazioni, ma esclusi gli operatori",ora,160.97797,24.1467,0.3622,18.51247,203.64,,
SAR24_AT.0003.0005.0001,AT,ATTREZZATURE SPECIALI,Macchinari speciali,"MOTOBETTA a fondo apribile della capacità di m³ 250, già funzionante in cantiere, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, le assicurazioni e l’equipaggio",ora,262.71239,39.40686,0.5911,30.21192,332.33,,
SAR24_AT.0003.0005.0002,AT,ATTREZZATURE SPECIALI,Macchinari speciali,"AUTOGRU’ CINGOLATA, corredata di benna mordente o di benna a polipo, con sbraccio fino a m 40 e potenza di sollevamento fino a tonnellate 80, già funzionante in cantiere, compresi i consumi di carburanti e lubrificanti, i ricambi, la manutenzione, le assicurazioni e l’operatore",ora,187.48853,28.12328,0.42185,21.56118,237.17,,
SAR24_AT.0003.0005.0003,AT,ATTREZZATURE SPECIALI,Macchinari speciali,"Noleggio mensile (o frazione di mese) di palancole metalliche, Giunto Larssen sezione U e Z, lunghezza fino a 12.00 metri del peso tra 90,00 e 160,00 kg/m2, classe di resistenza sino a S355GP.",t,49.28625,7.39294,0.11089,5.66792,62.35,,
SAR24_AT.0003.0006.0001,AT,ATTREZZATURE SPECIALI,Strumentazioni scientifiche,Gradiometro a campo totale comprensivo di 1 GPS con correzione satellitare alta frequenza; software navigazione e acquisizione dati.,ora,70.77,10.6155,0.15923,8.13855,89.52,,
SAR24_AT.0003.0006.0002,AT,ATTREZZATURE SPECIALI,Strumentazioni scientifiche,Magnetometro idoneo per rilevazioni in profondità di ordigni bellici in ambiente subacqueo e terrestre.,ora,15.165,2.27475,0.03412,1.74398,19.18,,
SAR24_AT.0003.0006.0003,AT,ATTREZZATURE SPECIALI,Strumentazioni scientifiche,Magnetometro idoneo per rilevazioni superficiali di ordigni bellici.,ora,14.11356,2.11703,0.03176,1.62306,17.85,,
SAR24_AT.0003.0006.0004,AT,ATTREZZATURE SPECIALI,Strumentazioni scientifiche,GPS Portatili - Posizionamento DGPS - precisione +/- 10cm,ora,10.11,1.5165,0.02275,1.16265,12.79,,
SAR24_AT.0004.0001.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina già esistente in cantiere, questa compresa, compreso l’operatore, i consumi di carburante, lubrificanti, ricambi, manutenzione e l’assicurazione peso Kg 500 montato su ESCAVATORE da 120-125 q.li  (84 HP)",ora,97.7747,14.6662,0.21999,11.24409,123.68,,
SAR24_AT.0004.0001.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina già esistente in cantiere, questa compresa, compreso l'operatore, i consumi di carburante, lubrificanti, ricambi, manutenzione e l’assicurazione peso Kg 900 montato su ESCAVATORE da 150 q.li (122 HP)",ora,111.80778,16.77117,0.25157,12.8579,141.44,,
SAR24_AT.0004.0001.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"BETONIERA FISSA A TAMBURO ROTANTE ad inversione di marcia, con tramoggia di carico con sollevamento a funi, con motore elettrico, compresi i consumi di f. e. m. e gli oneri di manutenzione, escluso l’operatore capacità litri 1000, resa l.700, HP 15,5",ora,7.66924,1.15039,0.01726,0.88196,9.7,,
SAR24_AT.0004.0001.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"BETONIERA FISSA A TAMBURO ROTANTE ad inversione di marcia, con tramoggia di carico con sollevamento idraulico, con motore Diesel, compresi i consumi e gli oneri di manutenzione, escluso l’operatore capacità  litri 500, resa l.350, HP 17",ora,6.53789,0.98068,0.01471,0.75186,8.27,,
SAR24_AT.0004.0001.0005,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"BETONIERA A BICCHIERE con motore elettrico da 1,5 HP, capacità litri 300, resa litri 220,  compresi i consumi di f. e. m. e gli oneri di manutenzione, escluso l’operatore",ora,26.66286,3.99943,0.05999,3.06623,33.73,,
SAR24_AT.0004.0001.0006,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"MOLAZZA PER MALTE con motore elettrico a doppia trasmissione, con vasca a fondo rinforzato,  compresi i consumi e gli oneri di manutenzione ma escluso l’operatore vasca da l.500 peso macine Kg.250 kW 4",ora,38.57466,5.7862,0.08679,4.43609,48.8,,
SAR24_AT.0004.0001.0007,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"GRUPPO ELETTROGENO carrellato, con motore Diesel,  compresi i consumi, gli oneri di manutenzione  potenza 32 KVA a 230/400 V con HP 34",ora,11.19383,1.67907,0.02519,1.28729,14.16,,
SAR24_AT.0004.0001.0008,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,"GRUPPO ELETTROGENO con motore a Benzina e telaio tubolare,  compresi i consumi, gli oneri di manutenzione potenza max 3 KVA a 230",ora,4.82021,0.72303,0.01085,0.55432,6.1,,
SAR24_AT.0004.0002.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"GRU A TORRE ad azionamento elettrico, già funzionante in cantiere, in postazione fissa o traslabile su binario, escluso il manovratore, i consumi di f.e m., e gli oneri di manutenzione ma compresa assicurazione altezza 18 m, sbraccio 20 m, portata 600/800 Kg",ora,5.76553,0.86483,0.01297,0.66304,7.29,,
SAR24_AT.0004.0002.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"GRU A TORRE ad azionamento elettrico, già funzionante in cantiere, in postazione fissa o traslabile su binario, escluso il manovratore, i consumi di f.e m., e gli oneri di manutenzione ma compresa assicurazione altezza 32 m, sbraccio 30 m, portata 800/1000 Kg",ora,9.22485,1.38373,0.02076,1.06086,11.67,,
SAR24_AT.0004.0002.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"AUTOGRU TELESCOPICA AUTOCARRATA esclusi il conducente/operatore, consumi di carburante e lubrificanti, ricambi, manutenzione, ma compresi assicurazione e bollo con braccio fino a 25 m e portata 30 t",ora,26.49968,3.97495,0.05962,3.04746,33.52,,
SAR24_AT.0004.0002.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"AUTOGRU TELESCOPICA AUTOCARRATA esclusi il conducente/operatore, consumi di carburante e lubrificanti, ricambi, manutenzione, ma compresi assicurazione e bollo con braccio fino a 22 m e portata 20 t",ora,21.75672,3.26351,0.04895,2.50202,27.52,,
SAR24_AT.0004.0002.0005,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"SOLLEVATORE TELESCOPICO FRONTALE con forche o cestello aereo, già esistente in cantiere, esclusi l’operatore e i consumi di carburante, lubrificanti, ricambi, manutenzione ma compresa l’assicurazione, portata 3 t a 13 m di altezza, sbraccio 11 m",ora,17.76436,2.66465,0.03997,2.0429,22.47,,
SAR24_AT.0004.0002.0006,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"GRU A TORRE ad azionamento elettrico, già funzionante in cantiere, in postazione fissa o traslabile su binario, escluso il manovratore, i consumi di f.e m., e gli oneri di manutenzione ma compresa assicurazione altezza 38 m, sbraccio 38 m, portata 1000 Kg",ora,11.82478,1.77372,0.02661,1.35985,14.96,,
SAR24_AT.0004.0002.0007,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"AUTOGRU TELESCOPICA AUTOCARRATA escluso il conducente/operatore, consumi di carburante e lubrificanti, ricambi, manutenzione, ma compresi assicurazione e bollo con braccio fino a 40 m e portata 100 t",ora,59.63517,8.94528,0.13418,6.85804,75.44,,
SAR24_AT.0004.0002.0008,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,"AUTOGRU TELESCOPICA AUTOCARRATA esclusi il conducente/operatore, consumi di carburante e lubrificanti, ricambi, manutenzione, ma compresi assicurazione e bollo con braccio fino a 32 m e portata 40 t",ora,26.67374,4.00106,0.06002,3.06748,33.74,,
SAR24_AT.0004.0003.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,"ATTREZZATURA DI PERFORAZIONE di pali di fondazione, per l’esecuzione a percussione senza asportazione del nucleo, per diametri fino a 600 mm, montata su escavatore attrezzato a traliccio di adeguata potenza, già funzionante in cantiere, compreso l’operatore, i consumi di carburanti e lubrificanti, i ricambi e gli oneri di manutenzione e l’assicurazione",ora,106.24894,15.93734,0.23906,12.21863,134.4,,
SAR24_AT.0004.0003.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,"ATTREZZATURA DI PERFORAZIONE di pali di fondazione per l’esecuzione a rotazione, per diametri da 600 a 1500 mm, montata su escavatore attrezzato di adeguata potenza, già funzionante in cantiere, compreso l'operatore, i consumi di carburanti e lubrificanti, i ricambi e gli oneri di manutenzione e l’assicurazione",ora,133.30342,19.99551,0.29993,15.32989,168.63,,
SAR24_AT.0004.0003.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,"ATTREZZATURA SEMOVENTE DI PERFORAZIONE di micropali, per l’esecuzione a rotazione a distruzione di nucleo, per diametri fino a 220 mm, con motore Diesel, già funzionante in cantiere, escluso il consumo di aste, manicotti e punte, gli operatori addetti, i consumi di carburanti e lubrificanti, i ricambi e gli oneri di manutenzione, ma compresa l’assicurazione",ora,26.49968,3.97495,0.05962,3.04746,33.52,,
SAR24_AT.0004.0003.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,"ATTREZZATURA DI PERFORAZIONE ED INIEZIONE per consolidamenti colonnari tipo JET- GROUTING semovente, già funzionante in cantiere, esclusi gli operatori, i consumi di carburanti e lubrificanti, i ricambi e gli oneri di manutenzione e compreso l’assicurazione",ora,42.58878,6.38832,0.09582,4.89771,53.87,,
SAR24_AT.0004.0003.0005,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,"ATTREZZATURA PER INIEZIONI di miscele cementizie, a doppio pistone ed azionamento ad aria compressa, completa di miscelatore azionato da motore elettrico, completa di m 50 di tubazione, escluse le valvole per i tubi, già funzionante in cantiere, escluso gli operatori addetti, i consumi, i ricambi e gli oneri di manutenzione, ma compresa l’assicurazione",ora,14.39207,2.15881,0.03238,1.65509,18.21,,
SAR24_AT.0004.0004.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura vibrante,"ATTREZZATURA VIBRANTE per infissione e svellimento di palancole metalliche montata su escavatore peso 150 q.li (122 HP), già funzionante in cantiere, compreso l’operatore addetto, i consumi, i ricambi e gli oneri di manutenzione e l’assicurazione",ora,102.59381,15.38907,0.23084,11.79829,129.78,,
SAR24_AT.0004.0005.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Spruzzatrice per gunite,"SPRUZZATRICE PER GUNITE (SPRITZ-BETON) azionata da motore elettrico da 37 KW, dotata di tramoggia per la miscela, di serbatoio per silicati, di pompe per acqua e per acceleranti, di tubazione e lancia, per produzioni fino a 25 m³/ora e spinta sul calcestruzzo fino a 70 BAR, già funzionante in cantiere, escluso gli operatori addetti, i consumi, i ricambi e gli oneri di manutenzione, ma compresa l’assicurazione",ora,16.08909,2.41336,0.0362,1.85024,20.35,,
SAR24_AT.0004.0006.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura battipalo,"ATTREZZATURA BATTIPALO per l’infissione di pali prefabbricati in CAC montata su escavatore attrezzato a traliccio, di adeguata potenza, questo compreso già funzionante in cantiere, compreso l’operatore, i consumi di carburanti e lubrificanti, i ricambi e gli oneri di manutenzione e l’assicurazione",ora,135.69666,20.3545,0.30532,15.60512,171.66,,
SAR24_AT.0004.0007.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura per diaframmi,"ATTREZZATURA PER DIAFRAMMI montato su escavatore cingolato, questo compreso già funzionante in cantiere, compreso l'operatore, i consumi, i ricambi e gli oneri di manutenzione",ora,132.49842,19.87476,0.29812,15.23732,167.61,,
SAR24_AT.0004.0008.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per movimento materie e scavi,"""MACCHINA SPINGITUBO per scavo di cunicolo e di spinta del controtubo per attraversamenti con utilizzo di tecnologia """"Spingitubo Oleodinamica a coclee elicoidali"""" per tubi in acciaio del diametro dal Dn 300 al Dn 1500 mm, costituita da adeguata centralina idraulica, macchina spingitubo, coclea di estrazione e fresa a tutto diametro, già funzionante in cantiere, escluso gli operatori addetti, ma compresi i consumi, i ricambi, le assicurazioni, gli oneri di manutenzione ed il materiale di consumo.""",ora,190.7738,28.61607,0.42924,21.93899,241.33,,
SAR24_AT.0004.0008.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per movimento materie e scavi,"MACCHINA SPINGITUBO oleodinamica, dotata di sistema di spinta mediante martinetti idraulici di adeguata portata al diametro ed allo sforzo di spinta utilizzata per tubi di diametro ø 1600-2800. Sistema di smarino meccanico ottenuto attraverso nastro trasportatore/carrello elettrico, già funzionante in cantiere,compreso operatori addetti, i consumi, i ricambi le assicurazioni e gli oneri di manutenzione",ora,202.5877,30.38816,0.45582,23.29759,256.27,,
SAR24_AT.0004.0008.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per movimento materie e scavi,"NASTRO TRASPORTATORE CARRELLATO con motore elettrico e telo in gomma antiabrasione, compresi i consumi di f.e.m., i ricambi e gli oneri di manutenzione, dimensioni: lunghezza m.15,00, telo m.0,45-0,50",ora,2.52378,0.37857,0.00568,0.29023,3.19,,
SAR24_AT.0004.0009.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,"MOTOCOMPRESSORE D’ARIA rotativo, con resa d’aria di 3000 l/min, già esistente in cantiere, esclusi l’intervento saltuario del motorista, i consumi di carburante, lubrificanti, ricambi, manutenzione MACCHINA CON 1 MARTELLO demolitore o perforatore, escluso l’OPERAIO ADDETTO a quest’ultimo",ora,13.06491,1.95974,0.0294,1.50246,16.53,,
SAR24_AT.0004.0009.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,"MOTOCOMPRESSORE D’ARIA rotativo, con resa d’aria di 3000 l/min, già esistente in cantiere, esclusi l’intervento saltuario del motorista, i consumi di carburante, lubrificanti, ricambi, manutenzione MACCHINA CON DUE MARTELLI demolitori o perforatori, esclusi gli OPERAI ADDETTI a questi ultimi",ora,15.92592,2.38889,0.03583,1.83148,20.15,,
SAR24_AT.0004.0009.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,"MOTOCOMPRESSORE D’ARIA rotativo, con resa d’aria di 3000 l/min, già esistente in cantiere, compresi i consumi di carburante, lubrificanti, ricambi.",ora,13.08667,1.963,0.02944,1.50497,16.55,,
SAR24_AT.0004.0009.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,"MOTOCOMPRESSORE D’ARIA rotativo, con resa d’aria di 5000 l/min, già esistente in cantiere, compresi i consumi di carburante, lubrificanti, ricambi.",ora,15.44727,2.31709,0.03476,1.77644,19.54,,
SAR24_AT.0005.0001.0001,AT,NOLI CON ONERI,Macchinario vario,"MACCHINARIO VARIO già esistente in cantiere TRAPANO elettrico vibrante, per murature e calcestruzzi",ora,2.37148,0.35572,0.00534,0.27272,3.0,,
SAR24_AT.0005.0001.0002,AT,NOLI CON ONERI,Macchinario vario,MACCHINARIO VARIO già esistente in cantiere VIBRATORE ad ago a immersione per calcestruzzi,ora,2.99155,0.44873,0.00673,0.34403,3.78,,
SAR24_AT.0005.0001.0003,AT,NOLI CON ONERI,Macchinario vario,MACCHINARIO VARIO già esistente in cantiere SEGA CIRCOLARE elettrica a banco,ora,3.57898,0.53685,0.00805,0.41158,4.53,,
SAR24_AT.0005.0001.0004,AT,NOLI CON ONERI,Macchinario vario,"MACCHINARIO VARIO già esistente in cantiere SALDATRICE elettrica, esclusi gli elettrodi",ora,3.57898,0.53685,0.00805,0.41158,4.53,,
SAR24_AT.0005.0001.0005,AT,NOLI CON ONERI,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice, questa esclusa, ma compresi ricambi e consumi peso kg 80/100",ora,1.84932,0.2774,0.00416,0.21267,2.34,,
SAR24_AT.0005.0001.0006,AT,NOLI CON ONERI,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice, questa esclusa, ma compresi ricambi e consumi peso kg 300",ora,10.61728,1.59259,0.02389,1.22099,13.43,,
SAR24_AT.0005.0001.0007,AT,NOLI CON ONERI,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice, questa esclusa, ma compresi ricambi e consumi peso kg 500",ora,14.02221,2.10333,0.03155,1.61255,17.74,,
SAR24_AT.0005.0001.0008,AT,NOLI CON ONERI,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice, questa esclusa, ma compresi ricambi e consumi peso kg 900",ora,16.65477,2.49822,0.03747,1.9153,21.07,,
SAR24_AT.0005.0001.0009,AT,NOLI CON ONERI,Macchinario vario,"MARTELLO DEMOLITORE IDRAULICO montato su macchina già esistente in cantiere, questa compresa, compresi l’operatore e i consumi di carburante, lubrificanti, ricambi, manutenzione e assicurazione peso Kg.300 montato su TERNA",ora,96.14295,14.42144,0.21632,11.05644,121.62,,
