codice_articolo,famiglia,capitolo,sottocapitolo,descrizione,unita_misura,prezzo_senza_sg_ut,spese_generali,oneri_sicurezza_impresa,utile_impresa,prezzo_finale,quota_manodopera,incidenza_manodopera
SAR24_PF.0013.0006.0056,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE in lamiera d’acciaio zincata, skinpassata, primerizzata, preverniciata con vernice poliuretanica polimerizzata a forno a 140 C colore chiaro protetta con film in PVC. Lamiera conforme norme EN 10147 e EN 10169 resistente a corrosione superiore a 1000 ore in camera umidostatica. Telaio perimetrale da fissare a zanche universali composto da: spalle mm 100-125, traversa superiore mm 120 e traversa inferiore asportabile. Carter in lamiera d’acciaio preverniciata a protezione dei contrappesi in cemento, da fissare al telaio. Battente realizzato con doghe profilate in lamiera d’acciaio preverniciata e graffate a punto freddo, con rinforzi orizzontali di collegamento. Equipaggiata di sistema di sicurezza anticaduta, serratura a cilindro tipo europeo fino a 3 punti di chiusura, maniglie in PVC nero, interna ed esterna nella parte superiore e maniglia a ponte nella parte inferiore con cordino per manovra manuale. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3000 x 2800 con minimo fatturazione 6,0 mq. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",m²,254.74525,38.21179,0.57318,29.2957,322.25,106.21481,32.96%
SAR24_PF.0013.0006.0057,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE in lamiera d’acciaio zincata, skinpassata, primerizzata, preverniciata con vernice poliuretanica polimerizzata a forno a 140 C colore chiaro protetta con film in PVC. Lamiera conforme norme EN 10147 e EN 10169 resistente a corrosione superiore a 1000 ore in camera umidostatica. Telaio perimetrale da fissare a zanche universali composto da: spalle mm 100-125, traversa superiore mm 120 e traversa inferiore asportabile. Carter in lamiera d’acciaio preverniciata a protezione dei contrappesi in cemento, da fissare al telaio. Battente realizzato con doghe profilate in lamiera d’acciaio preverniciata e graffate a punto freddo, con rinforzi orizzontali di collegamento. Equipaggiata di sistema di sicurezza anticaduta, serratura a cilindro tipo europeo fino a 3 punti di chiusura, maniglie in PVC nero, interna ed esterna nella parte superiore e maniglia a ponte nella parte inferiore con cordino per manovra manuale. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3500 x 2500 con minimo fatturazione 6,0 mq. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",m²,271.89459,40.78419,0.61176,31.26788,343.95,106.21481,30.88%
SAR24_PF.0013.0006.0058,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE in lamiera d’acciaio zincata, skinpassata, primerizzata, preverniciata con vernice poliuretanica polimerizzata a forno a 140 C colore chiaro protetta con film in PVC. Lamiera conforme norme EN 10147 e EN 10169 resistente a corrosione superiore a 1000 ore in camera umidostatica. Telaio perimetrale da fissare a zanche universali composto da: spalle mm 100-125, traversa superiore mm 120 e traversa inferiore asportabile. Carter in lamiera d’acciaio preverniciata a protezione dei contrappesi in cemento, da fissare al telaio. Battente realizzato con doghe profilate in lamiera d’acciaio preverniciata e graffate a punto freddo, con rinforzi orizzontali di collegamento. Equipaggiata di sistema di sicurezza anticaduta, serratura a cilindro tipo europeo fino a 3 punti di chiusura, maniglie in PVC nero, interna ed esterna nella parte superiore e maniglia a ponte nella parte inferiore con cordino per manovra manuale. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3500 x 2800 con minimo fatturazione 6,0 mq. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",m²,283.32749,42.49912,0.63749,32.58266,358.41,106.21481,29.64%
SAR24_PF.0013.0006.0059,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE in lamiera d’acciaio zincata, skinpassata, primerizzata, preverniciata con vernice poliuretanica polimerizzata a forno a 140 C colore chiaro protetta con film in PVC. Lamiera conforme norme EN 10147 e EN 10169 resistente a corrosione superiore a 1000 ore in camera umidostatica. Telaio perimetrale da fissare a zanche universali composto da: spalle mm 100-125, traversa superiore mm 120 e traversa inferiore asportabile. Carter in lamiera d’acciaio preverniciata a protezione dei contrappesi in cemento, da fissare al telaio. Battente realizzato con doghe profilate in lamiera d’acciaio preverniciata e graffate a punto freddo, con rinforzi orizzontali di collegamento. Equipaggiata di sistema di sicurezza anticaduta, serratura a cilindro tipo europeo fino a 3 punti di chiusura, maniglie in PVC nero, interna ed esterna nella parte superiore e maniglia a ponte nella parte inferiore con cordino per manovra manuale. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 4500 x 2500 con minimo fatturazione 8,0 mq. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",m²,283.32749,42.49912,0.63749,32.58266,358.41,106.21481,29.64%
SAR24_PF.0013.0006.0060,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE in lamiera d’acciaio zincata, skinpassata, primerizzata, preverniciata con vernice poliuretanica polimerizzata a forno a 140 C colore chiaro protetta con film in PVC. Lamiera conforme norme EN 10147 e EN 10169 resistente a corrosione superiore a 1000 ore in camera umidostatica. Telaio perimetrale da fissare a zanche universali composto da: spalle mm 100-125, traversa superiore mm 120 e traversa inferiore asportabile. Carter in lamiera d’acciaio preverniciata a protezione dei contrappesi in cemento, da fissare al telaio. Battente realizzato con doghe profilate in lamiera d’acciaio preverniciata e graffate a punto freddo, con rinforzi orizzontali di collegamento. Equipaggiata di sistema di sicurezza anticaduta, serratura a cilindro tipo europeo fino a 3 punti di chiusura, maniglie in PVC nero, interna ed esterna nella parte superiore e maniglia a ponte nella parte inferiore con cordino per manovra manuale. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 4500 x 2800 con minimo fatturazione 8,0 mq. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",m²,283.32749,42.49912,0.63749,32.58266,358.41,106.21481,29.64%
SAR24_PF.0013.0006.0061,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE SEZIONALE ad apertura manuale bilanciata con albero a molle di torsione, realizzato con pannelli in lamiera d’acciaio sp. Mm 0,5 zincati a caldo tipo sendzimir, di altezza mm 500, coibentati con schiuma poliuretanica sp. mm 40 esente da CFC, autoestinguente, con verniciatura tipo poliestere sp. 25 micr. Superficie esterna goffrata legno con 3 nervature colore bianco e superficie interna goffrata stucco colore bianco. Guide di scorrimento orizzontali doppie per funzionamento manuale ed automatico in acciaio zincato, rotelle di scorrimento doppie in nylon con cuscinetto, portarotelle a filo pannelli, paracadute molle, tamburi in alluminio pressofusi e scanalati per cavo in acciaio; sistema di scorrimento ingombro max architrave mm 210, maniglia di presa incassata nel primo pannello, pomolo e mostrina di presa con catarifrangente, serratura. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3000 x 2500. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,1805.04561,270.75684,4.06135,207.58024,2283.38,106.21481,4.65%
SAR24_PF.0013.0006.0062,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE SEZIONALE ad apertura manuale bilanciata con albero a molle di torsione, realizzato con pannelli in lamiera d’acciaio sp. Mm 0,5 zincati a caldo tipo sendzimir, di altezza mm 500, coibentati con schiuma poliuretanica sp. mm 40 esente da CFC, autoestinguente, con verniciatura tipo poliestere sp. 25 micr. Superficie esterna goffrata legno con 3 nervature colore bianco e superficie interna goffrata stucco colore bianco. Guide di scorrimento orizzontali doppie per funzionamento manuale ed automatico in acciaio zincato, rotelle di scorrimento doppie in nylon con cuscinetto, portarotelle a filo pannelli, paracadute molle, tamburi in alluminio pressofusi e scanalati per cavo in acciaio; sistema di scorrimento ingombro max architrave mm 210, maniglia di presa incassata nel primo pannello, pomolo e mostrina di presa con catarifrangente, serratura. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3500 x 2500. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,1983.39875,297.50981,4.46265,228.09086,2509.0,106.21481,4.23%
SAR24_PF.0013.0006.0063,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE SEZIONALE ad apertura manuale bilanciata con albero a molle di torsione, realizzato con pannelli in lamiera d’acciaio sp. Mm 0,5 zincati a caldo tipo sendzimir, di altezza mm 500, coibentati con schiuma poliuretanica sp. mm 40 esente da CFC, autoestinguente, con verniciatura tipo poliestere sp. 25 micr. Superficie esterna goffrata legno con 3 nervature colore bianco e superficie interna goffrata stucco colore bianco. Guide di scorrimento orizzontali doppie per funzionamento manuale ed automatico in acciaio zincato, rotelle di scorrimento doppie in nylon con cuscinetto, portarotelle a filo pannelli, paracadute molle, tamburi in alluminio pressofusi e scanalati per cavo in acciaio; sistema di scorrimento ingombro max architrave mm 210, maniglia di presa incassata nel primo pannello, pomolo e mostrina di presa con catarifrangente, serratura. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3500 x 3000. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,2236.0657,335.40986,5.03115,257.14756,2828.62,106.21481,3.76%
SAR24_PF.0013.0006.0064,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE SEZIONALE ad apertura manuale bilanciata con albero a molle di torsione, realizzato con pannelli in lamiera d’acciaio sp. Mm 0,5 zincati a caldo tipo sendzimir, di altezza mm 500, coibentati con schiuma poliuretanica sp. mm 40 esente da CFC, autoestinguente, con verniciatura tipo poliestere sp. 25 micr. Superficie esterna goffrata legno con 3 nervature colore bianco e superficie interna goffrata stucco colore bianco. Guide di scorrimento orizzontali doppie per funzionamento manuale ed automatico in acciaio zincato, rotelle di scorrimento doppie in nylon con cuscinetto, portarotelle a filo pannelli, paracadute molle, tamburi in alluminio pressofusi e scanalati per cavo in acciaio; sistema di scorrimento ingombro max architrave mm 210, maniglia di presa incassata nel primo pannello, pomolo e mostrina di presa con catarifrangente, serratura. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3500 x 3500. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,2922.03931,438.3059,6.57459,336.03452,3696.38,106.21481,2.87%
SAR24_PF.0013.0006.0065,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE SEZIONALE ad apertura manuale bilanciata con albero a molle di torsione, realizzato con pannelli in lamiera d’acciaio sp. Mm 0,5 zincati a caldo tipo sendzimir, di altezza mm 500, coibentati con schiuma poliuretanica sp. mm 40 esente da CFC, autoestinguente, con verniciatura tipo poliestere sp. 25 micr. Superficie esterna goffrata legno con 3 nervature colore bianco e superficie interna goffrata stucco colore bianco. Guide di scorrimento orizzontali doppie per funzionamento manuale ed automatico in acciaio zincato, rotelle di scorrimento doppie in nylon con cuscinetto, portarotelle a filo pannelli, paracadute molle, tamburi in alluminio pressofusi e scanalati per cavo in acciaio; sistema di scorrimento ingombro max architrave mm 210, maniglia di presa incassata nel primo pannello, pomolo e mostrina di presa con catarifrangente, serratura. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 4500 x 3000. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie la registrazione dell’infisso.",cad.,2729.96669,409.495,6.14242,313.94617,3453.41,106.21481,3.08%
SAR24_PF.0013.0006.0066,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE PORTONE SEZIONALE per dimensioni fino a 7,5 m² o altezza massima mm 2440, comprendente kit motore, telecomando, coppia fotocellule, guida di scorrimento e supporto in acciaio, sistema di trasmissione a cinghia, sbloccomotore, lampeggiatore.",cad.,674.73646,101.21047,1.51816,77.59469,853.54,56.28325,6.59%
SAR24_PF.0013.0006.0067,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE PORTONE SEZIONALE per dimensioni oltre 7,5 m² o altezza massima mm 3000, comprendente kit motore, telecomando, coppia fotocellule, guida di scorrimento e supporto in acciaio, sistema di trasmissione a cinghia, sbloccomotore, lampeggiatore.",cad.,751.26572,112.68986,1.69035,86.39556,950.35,56.28325,5.92%
SAR24_PF.0013.0006.0068,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI",MAGGIOR PREZZO DI PORTONE SEZIONALE per fornitura con griglia di aerazione sempre aperta a superficie liscia dimensioni mm 480 x 98 con superficie di aerazione 250 cmq.,cad.,51.40025,7.71004,0.11565,5.91103,65.02,,
SAR24_PF.0013.0006.0069,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","CRISTALLO FLOAT TRASPARENTE INCOLORE PER SERRAMENTI IN LEGNO O METALLICI, dato in opera su predisposte guide o canaletti mediante semplice infilaggio, compreso il taglio, la sigillatura con mastice da vetro, la pulitura e lo sfrido spessore 3 mm",m²,29.1001,4.36502,0.06548,3.34651,36.81,7.05901,19.18%
SAR24_PF.0013.0006.0070,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","CRISTALLO FLOAT TRASPARENTE INCOLORE PER SERRAMENTI IN LEGNO O METALLICI, dato in opera su predisposte guide o canaletti mediante semplice infilaggio, compreso il taglio, la sigillatura con mastice da vetro, la pulitura e lo sfrido spessore 4 mm",m²,35.03553,5.25533,0.07883,4.02909,44.32,7.05901,15.93%
SAR24_PF.0013.0006.0071,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","CRISTALLO FLOAT TRASPARENTE INCOLORE PER SERRAMENTI IN LEGNO O METALLICI, dato in opera su predisposte guide o canaletti mediante semplice infilaggio, compreso il taglio, la sigillatura con mastice da vetro, la pulitura e lo sfrido spessore 5 mm",m²,40.7365,6.11048,0.09166,4.6847,51.53,7.05901,13.70%
SAR24_PF.0013.0006.0072,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","CRISTALLO FLOAT TRASPARENTE INCOLORE PER SERRAMENTI IN LEGNO O METALLICI, dato in opera su predisposte guide o canaletti mediante semplice infilaggio, compreso il taglio, la sigillatura con mastice da vetro, la pulitura e lo sfrido spessore 6 mm",m²,51.26135,7.6892,0.11534,5.89506,64.85,7.36939,11.36%
SAR24_PF.0013.0006.0073,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","CRISTALLO FLOAT TRASPARENTE INCOLORE PER SERRAMENTI IN LEGNO O METALLICI, dato in opera su predisposte guide o canaletti mediante semplice infilaggio, compreso il taglio, la sigillatura con mastice da vetro, la pulitura e lo sfrido spessore 8 mm",m²,65.16827,9.77524,0.14663,7.49435,82.44,7.36939,8.94%
