codice_analisi,codice_elemento,quantita,prezzo_unitario,importo
SAR24_PF.0012.0026.0022,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Riparazione di manto di copertura di tetti di coppi. di qualsiasi pendenza e forma. eseguita a qualsiasi altezza e con il reimpiego di manufatti di recupero e la sostituzione dei manufatti mancanti con altri identici a quelli esistenti per forma. materiale e colore. forniti e posti in opera Sono compresi: la pulizia dei manufatti di recupero; l’esecuzione. anche in malta. dei raccordi; la posa in opera dei pezzi speciali occorrenti Con sostituzione del 40% dei pezzi
SAR24_PF.0012.0026.0023,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Riparazione di manto di copertura di tetti di coppi di qualsiasi pendenza e forma. eseguita a qualsiasi altezza e con il reimpiego di manufatti di recupero e la sostituzione dei manufatti mancanti con altri identici a quelli esistenti per forma. materiale e colore. forniti e posti in opera Sono compresi: la pulizia dei manufatti di recupero; l’esecuzione. anche in malta. dei raccordi; la posa in opera dei pezzi speciali occorrenti Con sostituzione del 60% dei pezzi
SAR24_PF.0012.0026.0024,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Rimontaggio di piccola orditura del tetto per tegole alla masigliese composta dai morali di abete cm 5x8. posti a cm 60 fra gli assi. dai correntini di abete da cm 3.5 x 3.5 E’ compresa la fornitura del legno lavorato con parziale recupero del materiale riutilizzabile
SAR24_PF.0012.0026.0025,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Rimontaggio di piccola orditura del tetto per tegole alla romana composta dai morali di abete cm 5x8. posti a cm 60 fra gli assi. dai correntini di abete da cm 3.5 x 3.5 E’ compresa la fornitura del legno lavorato con parziale recupero del materiale riutilizzabile
SAR24_PF.0012.0026.0026,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Sostituzione del tavolato in legno spessore 2 cm. incluse le opere di raccordo con l’assito esistente per dare il lavoro finito a regola d’arte. compresa battentatura. con tavole di lunghezza massima pari a 13 cm; esclusa rimozione da computarsi a parte Per i seguenti tipi: in legno di castagno per solai
SAR24_PF.0012.0026.0027,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Sostituzione del tavolato in legno spessore 2 cm. incluse le opere di raccordo con l’assito esistente per dare il lavoro finito a regola d’arte. compresa la collocazione di listelli coprigiunti. con tavole di larghezza massima pari a 25 cm; esclusa rimozione da computarsi a parte Per i seguenti tipi: in legno di castagno per cassettonati
SAR24_PF.0012.0026.0028,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Sostituzione di travi di grossa orditura per solaio in legno incluse le opere di raccordo con l’orditura esistente per dare il lavoro finito a regola d’arte; esclusa rimozione da computarsi a parte Per i seguenti tipi: in legno d’abete
SAR24_PF.0012.0026.0029,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Sostituzione di travi di grossa orditura per solaio in legno incluse le opere di raccordo con l’orditura esistente per dare il lavoro finito a regola d’arte; esclusa rimozione da computarsi a parte Per i seguenti tipi: in legno di castagno
SAR24_PF.0012.0026.0030,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Sostituzione di travi di piccola orditura per solaio in legno incluse le opere di raccordo con l’orditura esistente per dare il lavoro finito a regola d’arte. esclusa rimozione da computarsi a parte Per i seguenti tipi: in legno d’abete
SAR24_PF.0012.0026.0031,PF,RESTAURO,Opere di consolidamento su strutture orizzontali,Sostituzione di travi di piccola orditura per solaio in legno incluse le opere di raccordo con l’orditura esistente per dare il lavoro finito a regola d’arte; esclusa rimozione da computarsi a parte Per i seguenti tipi: in legno di castagno
SAR24_PF.0012.0027.0001,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di calcestruzzo antiritiro. espansivo per il ripristino di strutture in calcestruzzo secondo le seguenti fasi e metodologie: • rimozione totale del calcestruzzo degradato e privo di coerenza con il sottofondo mediante spicconatura. idropulitura e/o sabbiatura ; • previa spazzolatura e/o sabbiatura dei ferri d’armatura e integrazione attraverso la saldatura di monconi. sarà effettuato un trattamento mediante l’applicazione di due mani di un prodotto bicomponente  a base cementizio - polimerica. in pasta pennellabile. quale inibitore di corrosione. conforme alle norme UNI EN 1504-9:2009 e UNI EN 1504-7:2007 senza che questo alteri in alcun modo l’aderenza tra il calcestruzzo di ripristino e le armature trattate • ripristino mediante l’applicazione di un calcestruzzo reoplastico antiritiro Il calcestruzzo sarà confezionato in conformità alle vigenti norme di legge con legante speciale  espansivo. premiscelato. con additivi superfluidificanti e agenti per il controllo sia in fase plastica che in fase indurita.  avente le seguenti caratteristiche:  • inerti di idonea granulometria e resistenza meccanica rispondenti alla UNI EN 12620; • resistenza caratteristica a compressione ? 45 kg/cmq; • rapporto acqua / legante non superiore a 0.45; • assenza d’acqua essudata (misurata secondo UNI 480-4); • espansione contrastata dello 05/1000 a 7 giorni (misurata in conformità a UNI 8148) e non inferiore a questo valore a 28 gg;  • aria totale inclusa 4% +/- 05  • essere conforme alla Norma UNI EN 1504-6 e UNI EN 1504-9:2009 Il dosaggio del legante sarà stabilito dopo aver effettuato prove e stabilito la giusta miscela. indicativamente non dovrà essere inferiore a 430 kg per mc di impasto  Durante l’esecuzione del ripristino. la struttura non dovrà essere sottoposta a vibrazioni di intensità tale da compromettere l’aderenza malta - supporto per almeno 12 ore. né si potranno applicare forti sollecitazioni (carichi) prima di 48 ore dall’intervento Incluso nel prezzo: la battitura per l’asportazione del calcestruzzo ammalorato. il trasporto dei detriti nell’area di cantiere. la spazzolatura delle barre di acciaio. il trattamento delle stesse con prodotto passivante. applicazione del calcestruzzo di ricostruzione  Escluso dal prezzo: il trattamento e la saturazione delle superfici con getto d’acqua a pressione. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0002,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di boiacca eseguita con legante speciale espansivo  e acqua  per l’esecuzione di iniezioni di consolidamento nel calcestruzzo  Detta miscela sarà confezionata in conformità alle vigenti norme di legge con legante speciale  espansivo. premiscelato. con additivi superfluidificanti e agenti per il controllo sia in fase plastica che in fase indurita.  avente le seguenti caratteristiche:  • elevate resistenze meccaniche a compressione e flessione ; • rapporto acqua / legante 030 - 032; • assenza d’acqua essudata (misurata secondo ASTM C232);  • resistenza all’attacco di agenti chimici quali cloruri(sali disgelanti. acqua di mare ) solfati. piogge acide. anidride carbonica; • assenza di fessurazione da ritiro • assenza di cloruri. particelle ferrose né altri agenti aggressivi  • essere conforme alla Norma UNI EN 1504-6 e UNI EN 1540-9:2009  Durante l’esecuzione del \ripristino. la struttura non dovrà essere sottoposta a vibrazioni di intensità tale da compromettere l’aderenza malta - supporto per almeno 12 ore. né si potranno applicare forti sollecitazioni (carichi) prima di 48 ore dall’intervento Incluso nel prezzo: la perforazione. il trasporto a discarica dei detriti e degli imballi nell’area di cantiere. la pulizia dei fori. la posa in opera della boiacca  Escluso dal prezzo: il trattamento e la saturazione delle superfici con getto d’acqua a pressione. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0003,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di un sistema costruttivo antisfondellamento  composto da una rete porta intonaco  e una specifica malta  da utilizzare per rivestimenti architettonici e conservativi   Il sistema  avrà le seguenti caratteristiche e potrà essere impiegato su tutti i generi di substrato in calcestruzzo e muratura  Il sistema utilizza un pannello  costituito da una rete metallica elettrosaldata a doppio filo galvanizzata o in acciaio inossidabile dotata di un doppio filo tondo in parallelo in cui è intessuto un foglio di cartone che assicura l’aderenza della malta in fase plastica e l’aggrappo. attraverso i fori. alla rete metallica in fase indurita e una malta da intonaco fibrorinforzata a ritiro compensato a base di legante naturale pozzolanico. fibrata e leggera. specifica per rivestimento di presidio antisfondellamento  Il sistema  verrà posto in opera secondo le seguenti fasi e metodologie :  • Previa pulizia. rimozione attenta e puntuale di materiale incoerente e/o di precedenti resti d’intonaco. da eseguirsi a mano o con piccoli mezzi meccanici (da computarsi a parte);  • Posa in opera di rete  e tasselli sulle pareti evitando l’eliminazione dell’intonaco; • Applicazione a spruzzo o a cazzuola della malta; • Finitura con malta  (da computarsi a parte); Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la preparazione delle superfici. applicazione della rete e della malta di ricoprimento  Escluso dal prezzo: la battitura per l’asportazione delle parti  ammalorate. il trasporto dei detriti nell’area di cantiere. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0004,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di un sistema costruttivo antisfondellamento composto da una rete porta intonaco  e una specifica malta  da utilizzare per rivestimenti architettonici e conservativi   Il sistema  avrà le seguenti caratteristiche e potrà essere impiegato su tutti i generi di substrato in calcestruzzo e muratura  Il sistema utilizza un pannello  costituito da una rete metallica doppiofilo in acciaio ad alta galvanizzazione dotata di un doppio filo tondo in parallelo in cui è intessuto un foglio di cartone che assicura l’aderenza della malta in fase plastica e l’aggrappo. attraverso i fori. alla rete metallica in fase indurita . una membrana permeabile al vapore ma impermeabile all’acqua per evitare penetrazione di umidità preservando la traspirabilità dell’intonaco e una malta da intonaco fibrorinforzata a ritiro compensato a base di legante naturale pozzolanico. fibrata e leggera. specifica per rivestimento di presidio antisfondellamento  Il sistema verrà posto in opera secondo le seguenti fasi e metodologie :  • Asportazione di materiale incoerente da eseguirsi a mano o con mezzi meccanici ;  • Posa in opera di rete  e tasselli sulle pareti con interasse di cm 45 evitando l’eliminazione dell’intonaco ; • Applicazione a spruzzo o a cazzuola della malta ; • Finitura con malta (da computarsi a parte) ; Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la preparazione delle superfici. applicazione della rete e della malta di ricoprimento  Escluso dal prezzo: la battitura per l’asportazione delle parti  ammalorate. il trasporto dei detriti nell’area di cantiere. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0005,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di un sistema costruttivo antisfondellamento  composto da una rete porta intonaco  e una specifica malta  da utilizzare per rivestimenti architettonici e conservativi   Il sistema  avrà le seguenti caratteristiche e potrà essere impiegato su tutti i generi di substrato in calcestruzzo e muratura  Il sistema utilizza un pannello   costituito da una rete metallica  in acciaio galvanizzato. rinforzata dotata di un doppio filo tondo in parallelo in cui è intessuto un foglio di cartone che assicura l’aderenza della malta in fase plastica e l’aggrappo. attraverso i fori. alla rete metallica in fase indurita e una malta da intonaco fibrorinforzata a ritiro compensato a base di legante naturale pozzolanico. fibrata e leggera. specifica per il rvestimento di presidi antisforndamento   Il sistema verrà posto in opera secondo le seguenti fasi e metodologie :  • Asportazione di materiale incoerente da eseguirsi a mano o con piccoli mezzi meccanici;  • Posa in opera di rete  e tasselli sulle pareti con interasse di cm 60 evitando l’eliminazione dell’intonaco; • Applicazione a spruzzo o a cazzuola della malta ; • Finitura con malta (da computarsi a parte); Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la preparazione delle superfici. applicazione della rete e della malta di ricoprimento  Escluso dal prezzo: la battitura per l’asportazione delle parti  ammalorate. il trasporto dei detriti nell’area di cantiere. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0006,PF,RESTAURO,ELEMENTI VARI,"""Fornitura e posa in opera di un sistema costruttivo antisfondellamento composto da una rete porta intonaco  da utilizzare per interventi di intonaci armati “antisfondellamento""""  Il sistema  utilizza un pannello costituito da una rete metallica doppiofilo in acciaio galvanizzato  dotata di un doppio filo tondo in parallelo in cui è intessuto un foglio di cartone che assicura l’aderenza della malta in fase plastica e l’aggrappo. attraverso i fori. alla rete metallica in fase indurita e una malta da intonaco fibrorinforzata a ritiro compensato a base di legante naturale pozzolanico. fibrata e leggera. specifica per rivestimento di presidio antisfondellamento  Il sistema verrà posto in opera secondo le seguenti fasi e metodologie :  • Posa in opera di rete  e tasselli al soffitto; • Applicazione a cazzuola della malta ; • Finitura con malta (da computarsi a parte); Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la preparazione delle superfici. applicazione della rete e della malta di ricoprimento  Escluso dal prezzo: la battitura per l’asportazione delle parti  ammalorate. il trasporto dei detriti nell’area di cantiere. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici"""
SAR24_PF.0012.0027.0007,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di promotore d'adesione costituito da emulsione di resine sintetiche in dispersione acquosa  per il trattamento delle superfici in calcestruzzo d’opere d’arte e/o manufatti diversi. destinate al contatto tra vecchi e nuovi getti Previa la pulitura del sottofondo. da computarsi a parte. la soluzione deve essere stesa a pennello. rullo o spruzzo in ragione di 2/3 litri per metro quadrato. così da garantire la migliore adesione tra i getti  L’emulsione andrà messa in opera nel tempo immediatamente prima del getto della malta da ripristino o del calcestruzzo evitando così la formazione di pellicole Incluso nel prezzo: il trasporto a discarica dei detriti e degli imballi nell’area di cantiere. il trattamento e la saturazione delle superfici con getto d’acqua a pressione Escluso dal prezzo : i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0008,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di collante bicomponente a base di resina (componente A: resina epossidica liquida. componente B: poliammina alifatica modificata) per il trattamento delle superfici in calcestruzzo d’opere d’arte e/o manufatti diversi. destinate al contatto tra vecchi e nuovi getti Previa pulitura del sottofondo. con spazzola metallica. sabbiatura o getto d’acqua a pressione (da computarsi a parte). applicazione a pennello. nel tempo immediatamente prima del getto della malta da ripristino o del calcestruzzo evitando così la formazione di pellicole atta a garantire la migliore adesione tra i getti. del collante epossidico con le seguenti caratteristiche: • resistenza a compressione :  95 - 100 N/mmq • modulo elastico a compressione : 3800 - 4200 N/mmq • resistenza a flessione : 50 - 55 N/mmq • adesione per trazione diretta :   cls asciutto 65 - 700 N/mmq - cls umido    5- 55 N/mmq • taglio : 13 - 16 N/mmq • escursione termica di esercizio :   30° - 60°c Incluso nel prezzo: il trasporto a discarica dei detriti e degli imballi nell’area di cantiere. la pulizia delle superfici. l’applicazione della resina Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0009,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di stucco epossidico ad alte prestazioni. adesivo. bicomponente (componente A: resina epossidica liquida; componente B: poliammina alifatica modificata) senza solventi a consistenza di pasta morbida. tixotropica  per incollaggio (beton plaqué). unione di elementi prefabbricati. protezione di armature affioranti. sigillature. riparazioni. incollaggi vari di superfici in calcestruzzo d’opere d’arte e/o manufatti diversi.  Previa pulitura del sottofondo. con spazzola metallica. sabbiatura o getto d’acqua a pressione (da computarsi a parte). applicazione a pennello dell’adesivo epossidico  che avrà le seguenti caratteristiche meccaniche: • resistenza a compressione :  65 - 70 N/mmq • resistenza a trazione per flessione : 35 - 40 N/mmq • adesione per trazione diretta :  20 - 25 N/mmq   • taglio :  8 - 85 N/mmq Inoltre possedere  :  • adesione monolitica (superiore alla coesione dei maggiori supporti); • elevate e rapide resistenze meccaniche. anche a bassa temperatura; • assenza di ritiro; • assoluta impermeabilità all’acqua e al vapore; • resistenza agli agenti aggressivi chimici e all’invecchiamento atmosferico; • totali proprietà anticorrosive e antiossidanti delle armature L’applicazione atta a garantire la migliore adesione dovrà avvenire nel tempo immediatamente prima delle operazioni di incollaggio. evitando così la formazione di pellicole  Incluso nel prezzo: il trasporto a discarica dei detriti e degli imballi nell’area di cantiere. la pulizia delle superfici. l’applicazione della resina Escluso dal prezzo : i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici
SAR24_PF.0012.0027.0010,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di malta colabile . monocomponente  a ritiro compensato autolivellante per ancoraggi e fissaggio di barre e profilati in acciaio su tutti i tipi di calcestruzzo e muratura La malta è un premiscelato a base di cemento. inerti. additivi superfluidificanti e agenti per il controllo del ritiro sia in fase plastica che in fase indurita Il premiscelato viene miscelato con acqua in ragione di circa 12 litri per 100 kg di premiscelato. in modo che la malta superfluida risultante abbia caratteristiche: • resistenza a compressione : 40 Mpa a 1 giorno. 55 a 2 giorni. 70 a 7 giorni e 80 Mpa a 28 gg; • resistenza a flessione :4.0 Mpa a 1 giorno. 6 a 2 giorni. 7.5 a 7 giorni e 8.0 Mpa a 28 gg; • aderenza al calcestruzzo :> 4 Mpa a 28 gg; • aderenza all’acciaio :> 25 Mpa a 28 gg; • resistenza all’attacco d’agenti chimici quali cloruri. solfati. piogge acide. anidride carbonica; • elevata impermeabilità all’acqua e alle soluzioni acquose aggressive e resistenza al gelo anche alla presenza di sali disgelanti;  • assenza di particelle metalliche e di sostanze generatrici di gas; • assenza di cloruri; • resistenza agli urti. all’usura ed ai carichi dinamici in genere; • spandimento superiore al 150% misurato secondo la norma UNI 7044  • essere conforme alla Norma UNI EN 1504-6  Durante l’esecuzione del ripristino. la struttura non dovrà essere sottoposta a vibrazioni di intensità tale da compromettere l’aderenza malta - supporto per almeno 12 ore. né si potranno applicare forti sollecitazioni (carichi) prima di 48 ore dall’intervento Incluso nel prezzo: la perforazione. il trasporto a discarica dei detriti e degli imballi nell’area di cantiere. la pulizia dei fori. la posa in opera della malta  Escluso dal prezzo: i ferri di ripresa. i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici Per 20 cm di profondità e una larghezza del foro da 30 mm
SAR24_PF.0012.0027.0011,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di resina epossidica colabile bicomponente  a base di poliestere caricata con inerti  per ancoraggi e fissaggio di barre e profilati in acciaio su tutti i tipi di calcestruzzo e muratura  Il prodotto andrà messo in opera una volta eseguito il foro nel supporto e dopo averlo pulito  La resina  dovrà avere le seguenti caratteristiche: • alta resistenza a compressione  • basso modulo elastico  • resistenza a flessione  • resistenza a trazione                                                   Incluso nel prezzo: la perforazione. il trasporto a discarica dei detriti e degli imballi nell’area di cantiere. la pulizia dei fori. la posa in opera della resina  Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici Per 20 cm di profondità e una larghezza del foro da 20 mm
SAR24_PF.0012.0027.0012,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di un traliccio metallico per il rinforzo strutturale delle murature delle nuove costruzioni  soggette a fessurazioni derivanti da sovraccarichi e/o azioni sismiche  Il traliccio metallico dovrà essere inserito all’interno dei paramenti murari. a parete semplice o doppia secondo le indicazioni della DL e dovrà avere le seguenti caratteristiche :  • avere il filo in acciaio galvanizzato;  • essere conforme a EN 10020 con zincatura di 70 gr/mq; • essere conforme a EN  10244; • avere una classe di protezione contro la corrosione R20 in conformità allo standard EN 845-3; • avere per i tondini principali una resistenza alla trazione di 550 N/mmq • avere un diametro minimo di mm 5  Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la posa del traliccio metallico  Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici Per m di traliccio e per una larghezza dello stesso di mm 50 - 100
SAR24_PF.0012.0027.0013,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di un traliccio metallico per il rinforzo strutturale delle murature delle nuove costruzioni soggette a fessurazioni derivanti da sovraccarichi e/o azioni sismiche  Il traliccio metallico dovrà essere inserito all’interno dei paramenti murari. a parete semplice o doppia secondo le indicazioni della DL e dovrà avere le seguenti caratteristiche:  • avere il filo in acciaio galvanizzato;  • essere conforme a EN 10020 con zincatura di 70 gr/mq; • essere conforme a EN  10244; • avere una classe di protezione contro la corrosione R20 in conformità allo standard EN 845-3; • avere per i tondini principali una resistenza alla trazione di 550 N/mmq • avere un diametro minimo di mm 5  Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la posa del traliccio metallico  Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici Per m di traliccio e per una larghezza dello stesso di mm 150-200
SAR24_PF.0012.0027.0014,PF,RESTAURO,ELEMENTI VARI,Fornitura e posa in opera di un traliccio metallico per il rinforzo strutturale delle murature delle nuove costruzioni soggette a fessurazioni derivanti da sovraccarichi e/o azioni sismiche  Il traliccio metallico dovrà essere inserito all’interno dei paramenti murari. a parete semplice o doppia secondo le indicazioni della DL e dovrà avere le seguenti caratteristiche:  • avere il filo in acciaio galvanizzato;  • essere conforme a EN 10020 con zincatura di 70 gr/mq; • essere conforme a EN  10244; • avere una classe di protezione contro la corrosione R20 in conformità allo standard EN 845-3; • avere per i tondini principali una resistenza alla trazione di 550 N/mmq • avere un diametro minimo di mm 5  Esclusa la successiva applicazione delle finiture Incluso nel prezzo: la posa del traliccio metallico  Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici Per m di traliccio e per una larghezza dello stesso di mm 250-300
SAR24_PF.0012.0028.0001,PF,RESTAURO,MALTE,"""Fornitura e posa in opera di malta premiscelata tixotropica monocomponente fibrorinforzata con fibre di polipropilene per il ripristino e la riparazione di elementi in cemento armato quali pilastri e travi secondo le seguenti fasi e metodologie: 1 rimozione totale del calcestruzzo degradato e privo di coerenza con il sottofondo mediante spicconatura. idropulitura e/o sabbiatura ;  2 previa spazzolatura e/o sabbiatura dei ferri d’armatura e integrazione attraverso la saldatura di monconi. (se necessario)  trattamento di passivazione mediante l’applicazione di due mani di un prodotto bicomponente  a base cementizio - polimerica. quale inibitore di corrosione. senza alterare in alcun modo l’aderenza tra la malta di ripristino e le armature trattate 3 ripristino e ricostruzione del calcestruzzo degradato mediante l’applicazione di malta premiscelata tixotropica ; La malta dovrà possedere le seguenti caratteristiche: • resistenza a compressione : 30 Mpa a 3 giorni. 37 Mpa a 7 giorni e 54 Mpa a 28 gg; • resistenza a flessione : 3.5 Mpa a 1 giorno. 4.5 a 7 giorni e di 7 Mpa a 28 gg; • aderenza al calcestruzzo > 4 Mpa a 28 gg; • aderenza all’acciaio di almeno 4 Mpa su barre lisce e 32 Mpa su barre a aderenza migliorata a 28 giorni; • fibre di polipropilene; • modulo elastico a 28 gg simile a quello del calcestruzzo;  • resistenza all’attacco d’agenti chimici quali cloruri. solfati. piogge acide. anidride carbonica; • rilevata impermeabilità all’acqua e alle soluzioni acquose aggressive e resistenza al gelo anche alla presenza di sali disgelanti;  • assenza di particelle metalliche e di sostanze generatrici di gas; • assenza di cloruri; • assenza di ritiro sia in fase plastica (UNI 8996) che in fase indurita (UNI 8147); • essere di tipo “R4"""" Spessore massimo d’applicazione della malta 2 cm per mano Successivamente sarà applicata una malta per rasature di tipo “R3"""" l’uso di un antievaporante. a base acqua o solvente (da computarsi a parte)  è consigliato per una corretta maturazione della malta Durante l’esecuzione del ripristino. la struttura non dovrà essere sottoposta a vibrazioni d’intensità tale da compromettere l’aderenza malta - supporto per almeno 12 ore. né si potranno applicare forti sollecitazioni (carichi) prima di 48 ore dall’intervento Incluso nel prezzo: la battitura per l’asportazione del calcestruzzo ammalorato. il trasporto dei detriti nell’area di cantiere. la spazzolatura delle barre in acciaio. il trattamento delle stesse con prodotto passivante. applicazione della malta di ricostruzione  Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici    Per mq. e uno spessore di 3 cm"""
SAR24_PF.0012.0028.0002,PF,RESTAURO,MALTE,"""Fornitura e posa in opera di malta premiscelata tixotropica monocomponente  fibrorinforzata con fibre di polipropilene per il ripristino e la riparazione di elementi in cemento armato quali pilastri e travi secondo le seguenti fasi e metodologie: 1 rimozione totale del calcestruzzo degradato e privo di coerenza con il sottofondo mediante spicconatura. idropulitura e/o sabbiatura ;  2 previa spazzolatura e/o sabbiatura dei ferri d’armatura e integrazione attraverso la saldatura di monconi. (se necessario)  trattamento di passivazione mediante l’applicazione di due mani di un prodotto bicomponente a base cementizio - polimerica. quale inibitore di corrosione. senza alterare in alcun modo l’aderenza tra la malta di ripristino e le armature trattate 3 ripristino e ricostruzione del calcestruzzo degradato mediante l’applicazione di malta premiscelata tixotropica  ; La malta dovrà possedere le seguenti caratteristiche: • resistenza a compressione : 30 Mpa a 3 giorni. 37 Mpa a 7 giorni e 54 Mpa a 28 gg; • resistenza a flessione : 3.5 Mpa a 1 giorno. 4.5 a 7 giorni e di 7 Mpa a 28 gg; • aderenza al calcestruzzo > 4 Mpa a 28 gg; • aderenza all’acciaio di almeno 4 Mpa su barre lisce e 32 Mpa su barre a aderenza migliorata a 28 giorni; • fibre di polipropilene; • modulo elastico a 28 gg simile a quello del calcestruzzo;  • resistenza all’attacco d’agenti chimici quali cloruri. solfati. piogge acide. anidride carbonica; • rilevata impermeabilità all’acqua e alle soluzioni acquose aggressive e resistenza al gelo anche alla presenza di sali disgelanti;  • assenza di particelle metalliche e di sostanze generatrici di gas; • assenza di cloruri; • assenza di ritiro sia in fase plastica (UNI 8996) che in fase indurita (UNI 8147); • essere di tipo “R4"""" Spessore massimo d’applicazione della malta 2 cm per mano Successivamente sarà applicata una malta per rasature di tipo “R3""""  l’uso di un antievaporante. a base acqua o solvente (da computarsi a parte)  è consigliato per una corretta maturazione della malta Durante l’esecuzione del ripristino. la struttura non dovrà essere sottoposta a vibrazioni d’intensità tale da compromettere l’aderenza malta - supporto per almeno 12 ore. né si potranno applicare forti sollecitazioni (carichi) prima di 48 ore dall’intervento Incluso nel prezzo: la battitura per l’asportazione del calcestruzzo ammalorato. il trasporto dei detriti nell’area di cantiere. la spazzolatura delle barre in acciaio. il trattamento delle stesse con prodotto passivante. applicazione della malta di ricostruzione  Escluso dal prezzo: i ponteggi. impalcature. e/o attrezzature necessarie all’esecuzione dei lavori e le eventuali coperture installate a protezione degli agenti atmosferici Per mt. una larghezza di cm 25 uno spessore di 3 cm"""
